,Area,Item,Year,Unit,Value,Element,Flag
925,Mali,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,12.6,Value,F
926,Mali,Per capita food supply variability (kcal/cap/day),2000,kcal/capita/day,24,Value,F
927,Mali,Per capita food supply variability (kcal/cap/day),2001,kcal/capita/day,22,Value,F
928,Mali,Per capita food supply variability (kcal/cap/day),2002,kcal/capita/day,26,Value,F
929,Mali,Per capita food supply variability (kcal/cap/day),2003,kcal/capita/day,12,Value,F
930,Mali,Per capita food supply variability (kcal/cap/day),2004,kcal/capita/day,13,Value,F
931,Mali,Per capita food supply variability (kcal/cap/day),2005,kcal/capita/day,14,Value,F
932,Mali,Per capita food supply variability (kcal/cap/day),2006,kcal/capita/day,14,Value,F
933,Mali,Per capita food supply variability (kcal/cap/day),2007,kcal/capita/day,21,Value,F
934,Mali,Per capita food supply variability (kcal/cap/day),2008,kcal/capita/day,36,Value,F
935,Mali,Per capita food supply variability (kcal/cap/day),2009,kcal/capita/day,44,Value,F
936,Mali,Per capita food supply variability (kcal/cap/day),2010,kcal/capita/day,41,Value,F
937,Mali,Per capita food supply variability (kcal/cap/day),2011,kcal/capita/day,29,Value,F
938,Mali,Per capita food supply variability (kcal/cap/day),2012,kcal/capita/day,39,Value,F
939,Mali,Per capita food supply variability (kcal/cap/day),2013,kcal/capita/day,51,Value,F
940,Mali,Percentage of population using at least basic drinking water services (percent),2000,%,49.2,Value,X
941,Mali,Percentage of population using at least basic drinking water services (percent),2001,%,50.9,Value,X
942,Mali,Percentage of population using at least basic drinking water services (percent),2002,%,52.6,Value,X
943,Mali,Percentage of population using at least basic drinking water services (percent),2003,%,54.3,Value,X
944,Mali,Percentage of population using at least basic drinking water services (percent),2004,%,56,Value,X
945,Mali,Percentage of population using at least basic drinking water services (percent),2005,%,57.7,Value,X
946,Mali,Percentage of population using at least basic drinking water services (percent),2006,%,59.4,Value,X
947,Mali,Percentage of population using at least basic drinking water services (percent),2007,%,61,Value,X
948,Mali,Percentage of population using at least basic drinking water services (percent),2008,%,62.7,Value,X
949,Mali,Percentage of population using at least basic drinking water services (percent),2009,%,64.4,Value,X
950,Mali,Percentage of population using at least basic drinking water services (percent),2010,%,66.1,Value,X
951,Mali,Percentage of population using at least basic drinking water services (percent),2011,%,67.7,Value,X
952,Mali,Percentage of population using at least basic drinking water services (percent),2012,%,69.4,Value,X
953,Mali,Percentage of population using at least basic drinking water services (percent),2013,%,71,Value,X
954,Mali,Percentage of population using at least basic drinking water services (percent),2014,%,72.6,Value,X
955,Mali,Percentage of population using at least basic drinking water services (percent),2015,%,74.3,Value,X
956,Mali,Percentage of population using at least basic sanitation services (percent),2000,%,19.3,Value,X
957,Mali,Percentage of population using at least basic sanitation services (percent),2001,%,20.1,Value,X
958,Mali,Percentage of population using at least basic sanitation services (percent),2002,%,20.9,Value,X
959,Mali,Percentage of population using at least basic sanitation services (percent),2003,%,21.7,Value,X
960,Mali,Percentage of population using at least basic sanitation services (percent),2004,%,22.5,Value,X
961,Mali,Percentage of population using at least basic sanitation services (percent),2005,%,23.3,Value,X
962,Mali,Percentage of population using at least basic sanitation services (percent),2006,%,24.1,Value,X
963,Mali,Percentage of population using at least basic sanitation services (percent),2007,%,24.9,Value,X
964,Mali,Percentage of population using at least basic sanitation services (percent),2008,%,25.7,Value,X
965,Mali,Percentage of population using at least basic sanitation services (percent),2009,%,26.5,Value,X
966,Mali,Percentage of population using at least basic sanitation services (percent),2010,%,27.3,Value,X
967,Mali,Percentage of population using at least basic sanitation services (percent),2011,%,28.1,Value,X
968,Mali,Percentage of population using at least basic sanitation services (percent),2012,%,28.9,Value,X
969,Mali,Percentage of population using at least basic sanitation services (percent),2013,%,29.7,Value,X
970,Mali,Percentage of population using at least basic sanitation services (percent),2014,%,30.5,Value,X
971,Mali,Percentage of population using at least basic sanitation services (percent),2015,%,31.3,Value,X
972,Mali,Percentage of children under 5 years affected by wasting (percent),2001,%,12.6,Value,X
973,Mali,Percentage of children under 5 years affected by wasting (percent),2006,%,15.3,Value,X
974,Mali,Percentage of children under 5 years affected by wasting (percent),2010,%,8.9,Value,X
975,Mali,Percentage of children under 5 years affected by wasting (percent),2015,%,13.5,Value,X
976,Mali,Percentage of children under 5 years of age who are stunted (percent),2001,%,42.7,Value,X
977,Mali,Percentage of children under 5 years of age who are stunted (percent),2006,%,38.5,Value,X
978,Mali,Percentage of children under 5 years of age who are stunted (percent),2010,%,27.8,Value,X
979,Mali,Percentage of children under 5 years of age who are stunted (percent),2015,%,30.4,Value,X
980,Mali,Percentage of children under 5 years of age who are overweight (percent),2001,%,3.1,Value,X
981,Mali,Percentage of children under 5 years of age who are overweight (percent),2006,%,4.7,Value,X
982,Mali,Percentage of children under 5 years of age who are overweight (percent),2010,%,1,Value,X
983,Mali,Percentage of children under 5 years of age who are overweight (percent),2015,%,1.9,Value,X
984,Mali,Prevalence of obesity in the adult population (18 years and older),2000,%,3.1,Value,X
985,Mali,Prevalence of obesity in the adult population (18 years and older),2001,%,3.3,Value,X
986,Mali,Prevalence of obesity in the adult population (18 years and older),2002,%,3.5,Value,X
987,Mali,Prevalence of obesity in the adult population (18 years and older),2003,%,3.7,Value,X
988,Mali,Prevalence of obesity in the adult population (18 years and older),2004,%,3.8,Value,X
989,Mali,Prevalence of obesity in the adult population (18 years and older),2005,%,4.1,Value,X
990,Mali,Prevalence of obesity in the adult population (18 years and older),2006,%,4.3,Value,X
991,Mali,Prevalence of obesity in the adult population (18 years and older),2007,%,4.5,Value,X
992,Mali,Prevalence of obesity in the adult population (18 years and older),2008,%,4.8,Value,X
993,Mali,Prevalence of obesity in the adult population (18 years and older),2009,%,5,Value,X
994,Mali,Prevalence of obesity in the adult population (18 years and older),2010,%,5.3,Value,X
995,Mali,Prevalence of obesity in the adult population (18 years and older),2011,%,5.6,Value,X
996,Mali,Prevalence of obesity in the adult population (18 years and older),2012,%,5.9,Value,X
997,Mali,Prevalence of obesity in the adult population (18 years and older),2013,%,6.2,Value,X
998,Mali,Prevalence of obesity in the adult population (18 years and older),2014,%,6.5,Value,X
999,Mali,Prevalence of obesity in the adult population (18 years and older),2015,%,6.8,Value,X
1000,Mali,Prevalence of obesity in the adult population (18 years and older),2016,%,7.1,Value,X
1001,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2000,%,63.4,Value,X
1002,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2001,%,63,Value,X
1003,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2002,%,62.7,Value,X
1004,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2003,%,62.2,Value,X
1005,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2004,%,61.7,Value,X
1006,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2005,%,61.1,Value,X
1007,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2006,%,60.5,Value,X
1008,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2007,%,59.7,Value,X
1009,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2008,%,58.8,Value,X
1010,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2009,%,57.8,Value,X
1011,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2010,%,56.8,Value,X
1012,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2011,%,55.8,Value,X
1013,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2012,%,54.8,Value,X
1014,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2013,%,53.8,Value,X
1015,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2014,%,52.9,Value,X
1016,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2015,%,52,Value,X
1017,Mali,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,51.3,Value,X
1018,Mali,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2001,%,25.1,Value,X
1019,Mali,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2006,%,33.4,Value,X
1020,Mali,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2009,%,20.2,Value,X
1021,Mali,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2015,%,31.5,Value,X
1022,Mali,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2017,%,37.3,Value,X
1024,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2001,%,120,Value,F
1025,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2002,%,120,Value,F
1026,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2003,%,121,Value,F
1027,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2004,%,120,Value,F
1028,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2005,%,120,Value,F
1029,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2006,%,118,Value,F
1030,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2007,%,120,Value,F
1031,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2008,%,122,Value,F
1032,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2009,%,124,Value,F
1033,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2010,%,125,Value,F
1034,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2011,%,125,Value,F
1035,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2012,%,127,Value,F
1036,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2013,%,128,Value,F
1037,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2014,%,129,Value,F
1038,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2015,%,127,Value,F
1039,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2016,%,126,Value,F
1040,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2017,%,124,Value,F
1041,Mauritania,Average dietary energy supply adequacy (percent) (3-year average),2018,%,124,Value,F
1042,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2001,I$ per person,175,Value,F
1043,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2002,I$ per person,174,Value,F
1044,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2003,I$ per person,173,Value,F
1045,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2004,I$ per person,173,Value,F
1046,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2005,I$ per person,171,Value,F
1047,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2006,I$ per person,169,Value,F
1048,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2007,I$ per person,165,Value,F
1049,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2008,I$ per person,158,Value,F
1050,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2009,I$ per person,153,Value,F
1051,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2010,I$ per person,153,Value,F
1052,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2011,I$ per person,155,Value,F
1053,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2012,I$ per person,157,Value,F
1054,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2013,I$ per person,156,Value,F
1055,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2014,I$ per person,156,Value,F
1056,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015,I$ per person,156,Value,F
1057,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016,I$ per person,153,Value,F
1058,Mauritania,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2017,I$ per person,100,Value,F
1059,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2001,%,50,Value,F
1060,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2002,%,49,Value,F
1061,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2003,%,50,Value,F
1062,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2004,%,51,Value,F
1063,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2005,%,51,Value,F
1064,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2006,%,51,Value,F
1065,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2007,%,51,Value,F
1066,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2008,%,51,Value,F
1067,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2009,%,51,Value,F
1068,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2010,%,51,Value,F
1069,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2011,%,51,Value,F
1070,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2012,%,50,Value,F
1071,Mauritania,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2013,%,51,Value,F
1072,Mauritania,Average protein supply (g/cap/day) (3-year average),2001,g/capita/day,74.4,Value,F
1073,Mauritania,Average protein supply (g/cap/day) (3-year average),2002,g/capita/day,76.4,Value,F
1074,Mauritania,Average protein supply (g/cap/day) (3-year average),2003,g/capita/day,79.4,Value,F
1075,Mauritania,Average protein supply (g/cap/day) (3-year average),2004,g/capita/day,79.3,Value,F
1076,Mauritania,Average protein supply (g/cap/day) (3-year average),2005,g/capita/day,79.3,Value,F
1077,Mauritania,Average protein supply (g/cap/day) (3-year average),2006,g/capita/day,77.3,Value,F
1078,Mauritania,Average protein supply (g/cap/day) (3-year average),2007,g/capita/day,78,Value,F
1079,Mauritania,Average protein supply (g/cap/day) (3-year average),2008,g/capita/day,78,Value,F
1080,Mauritania,Average protein supply (g/cap/day) (3-year average),2009,g/capita/day,78.7,Value,F
1081,Mauritania,Average protein supply (g/cap/day) (3-year average),2010,g/capita/day,79,Value,F
1082,Mauritania,Average protein supply (g/cap/day) (3-year average),2011,g/capita/day,79,Value,F
1083,Mauritania,Average protein supply (g/cap/day) (3-year average),2012,g/capita/day,80.4,Value,F
1084,Mauritania,Average protein supply (g/cap/day) (3-year average),2013,g/capita/day,81.7,Value,F
1085,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2001,g/capita/day,30,Value,F
1086,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2002,g/capita/day,31,Value,F
1087,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2003,g/capita/day,32,Value,F
1088,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2004,g/capita/day,32,Value,F
1089,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2005,g/capita/day,32,Value,F
1090,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2006,g/capita/day,31,Value,F
1091,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2007,g/capita/day,31,Value,F
1092,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2008,g/capita/day,30,Value,F
1093,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2009,g/capita/day,29,Value,F
1094,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2010,g/capita/day,30,Value,F
1095,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2011,g/capita/day,30,Value,F
1096,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2012,g/capita/day,32,Value,F
1097,Mauritania,Average supply of protein of animal origin (g/cap/day) (3-year average),2013,g/capita/day,32,Value,F
1098,Mauritania,Rail lines density (total route in km per 100 square km of land area),2002,per 100 square km of land area,0.1,Value,X
1099,Mauritania,Rail lines density (total route in km per 100 square km of land area),2007,per 100 square km of land area,0.1,Value,X
1100,Mauritania,Rail lines density (total route in km per 100 square km of land area),2008,per 100 square km of land area,0.1,Value,X
1101,Mauritania,Rail lines density (total route in km per 100 square km of land area),2009,per 100 square km of land area,0.1,Value,X
1102,Mauritania,Rail lines density (total route in km per 100 square km of land area),2010,per 100 square km of land area,0.1,Value,X
1103,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2000,I$,2833.9,Value,X
1104,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2001,I$,2813.6,Value,X
1105,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2002,I$,2755.2,Value,X
1106,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2003,I$,2839.1,Value,X
1107,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2004,I$,2918.4,Value,X
1108,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2005,I$,3090.9,Value,X
1109,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2006,I$,3570.5,Value,X
1110,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2007,I$,3567.3,Value,X
1111,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2008,I$,3503.3,Value,X
1112,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2009,I$,3367.5,Value,X
1113,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2010,I$,3426.5,Value,X
1114,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2011,I$,3483.5,Value,X
1115,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2012,I$,3578.1,Value,X
1116,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2013,I$,3685.7,Value,X
1117,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2014,I$,3779.1,Value,X
1118,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2015,I$,3722.7,Value,X
1119,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,3690.2,Value,X
1120,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,3696.4,Value,X
1121,Mauritania,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,3724.4,Value,X
1122,Mauritania,Prevalence of undernourishment (percent) (3-year average),2001,%,11.6,Value,F
1123,Mauritania,Prevalence of undernourishment (percent) (3-year average),2002,%,11.4,Value,F
1124,Mauritania,Prevalence of undernourishment (percent) (3-year average),2003,%,11.4,Value,F
1125,Mauritania,Prevalence of undernourishment (percent) (3-year average),2004,%,11.5,Value,F
1126,Mauritania,Prevalence of undernourishment (percent) (3-year average),2005,%,12.1,Value,F
1127,Mauritania,Prevalence of undernourishment (percent) (3-year average),2006,%,12.1,Value,F
1128,Mauritania,Prevalence of undernourishment (percent) (3-year average),2007,%,11.5,Value,F
1129,Mauritania,Prevalence of undernourishment (percent) (3-year average),2008,%,10.2,Value,F
1130,Mauritania,Prevalence of undernourishment (percent) (3-year average),2009,%,9.3,Value,F
1131,Mauritania,Prevalence of undernourishment (percent) (3-year average),2010,%,8.7,Value,F
1132,Mauritania,Prevalence of undernourishment (percent) (3-year average),2011,%,8.2,Value,F
1133,Mauritania,Prevalence of undernourishment (percent) (3-year average),2012,%,7.8,Value,F
1134,Mauritania,Prevalence of undernourishment (percent) (3-year average),2013,%,7.2,Value,F
1135,Mauritania,Prevalence of undernourishment (percent) (3-year average),2014,%,7.1,Value,F
1136,Mauritania,Prevalence of undernourishment (percent) (3-year average),2015,%,7.4,Value,F
1137,Mauritania,Prevalence of undernourishment (percent) (3-year average),2016,%,8.6,Value,F
1138,Mauritania,Prevalence of undernourishment (percent) (3-year average),2017,%,9.6,Value,F
1139,Mauritania,Prevalence of undernourishment (percent) (3-year average),2018,%,10.4,Value,F
1140,Mauritania,Number of people undernourished (million) (3-year average),2001,millions,0.3,Value,F
1141,Mauritania,Number of people undernourished (million) (3-year average),2002,millions,0.3,Value,F
1142,Mauritania,Number of people undernourished (million) (3-year average),2003,millions,0.3,Value,F
1143,Mauritania,Number of people undernourished (million) (3-year average),2004,millions,0.3,Value,F
1144,Mauritania,Number of people undernourished (million) (3-year average),2005,millions,0.4,Value,F
1145,Mauritania,Number of people undernourished (million) (3-year average),2006,millions,0.4,Value,F
1146,Mauritania,Number of people undernourished (million) (3-year average),2007,millions,0.4,Value,F
1147,Mauritania,Number of people undernourished (million) (3-year average),2008,millions,0.3,Value,F
1148,Mauritania,Number of people undernourished (million) (3-year average),2009,millions,0.3,Value,F
1149,Mauritania,Number of people undernourished (million) (3-year average),2010,millions,0.3,Value,F
1150,Mauritania,Number of people undernourished (million) (3-year average),2011,millions,0.3,Value,F
1151,Mauritania,Number of people undernourished (million) (3-year average),2012,millions,0.3,Value,F
1152,Mauritania,Number of people undernourished (million) (3-year average),2013,millions,0.3,Value,F
1153,Mauritania,Number of people undernourished (million) (3-year average),2014,millions,0.3,Value,F
1154,Mauritania,Number of people undernourished (million) (3-year average),2015,millions,0.3,Value,F
1155,Mauritania,Number of people undernourished (million) (3-year average),2016,millions,0.4,Value,F
1156,Mauritania,Number of people undernourished (million) (3-year average),2017,millions,0.4,Value,F
1157,Mauritania,Number of people undernourished (million) (3-year average),2018,millions,0.5,Value,F
1158,Mauritania,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,%,,Value,NR
1159,Mauritania,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NR
1160,Mauritania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,%,,Value,NR
1161,Mauritania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NR
1162,Mauritania,Number of severely food insecure people (million) (3-year average),2016,millions,,Value,NR
1163,Mauritania,Number of severely food insecure people (million) (3-year average),2018,millions,,Value,NR
1164,Mauritania,Number of moderately or severely food insecure people (million) (3-year average),2016,millions,,Value,NR
1165,Mauritania,Number of moderately or severely food insecure people (million) (3-year average),2018,millions,,Value,NR
1166,Mauritania,Cereal import dependency ratio (percent) (3-year average),2001,%,64.2,Value,F
1167,Mauritania,Cereal import dependency ratio (percent) (3-year average),2002,%,64.7,Value,F
1168,Mauritania,Cereal import dependency ratio (percent) (3-year average),2003,%,62.1,Value,F
1169,Mauritania,Cereal import dependency ratio (percent) (3-year average),2004,%,60.7,Value,F
1170,Mauritania,Cereal import dependency ratio (percent) (3-year average),2005,%,60.5,Value,F
1171,Mauritania,Cereal import dependency ratio (percent) (3-year average),2006,%,64.4,Value,F
1172,Mauritania,Cereal import dependency ratio (percent) (3-year average),2007,%,67.4,Value,F
1173,Mauritania,Cereal import dependency ratio (percent) (3-year average),2008,%,67,Value,F
1174,Mauritania,Cereal import dependency ratio (percent) (3-year average),2009,%,77.1,Value,F
1175,Mauritania,Cereal import dependency ratio (percent) (3-year average),2010,%,79.3,Value,F
1176,Mauritania,Cereal import dependency ratio (percent) (3-year average),2011,%,78.3,Value,F
1177,Mauritania,Cereal import dependency ratio (percent) (3-year average),2012,%,84,Value,F
1178,Mauritania,Cereal import dependency ratio (percent) (3-year average),2013,%,87.1,Value,F
1179,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2001,%,9.5,Value,F
1180,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2002,%,10.1,Value,F
1181,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2003,%,10.8,Value,F
1182,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2004,%,11.2,Value,F
1183,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2005,%,11.2,Value,F
1184,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2006,%,11.2,Value,F
1185,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2007,%,11.2,Value,F
1186,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2008,%,11.2,Value,F
1187,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2009,%,11.3,Value,F
1188,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2010,%,10.9,Value,F
1189,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2011,%,10.9,Value,F
1190,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2012,%,10.8,Value,F
1191,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2013,%,10.8,Value,F
1192,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2014,%,10.4,Value,F
1193,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2015,%,10,Value,F
1194,Mauritania,Percent of arable land equipped for irrigation (percent) (3-year average),2016,%,10,Value,F
1195,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2001,%,43,Value,F
1196,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2002,%,47,Value,F
1197,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2003,%,55,Value,F
1198,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2004,%,56,Value,F
1199,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2005,%,43,Value,F
1200,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2006,%,26,Value,F
1201,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2007,%,21,Value,F
1202,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2008,%,22,Value,F
1203,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2009,%,26,Value,F
1204,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2010,%,23,Value,F
1205,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2011,%,17,Value,F
1206,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2012,%,14,Value,F
1207,Mauritania,Value of food imports in total merchandise exports (percent) (3-year average),2013,%,15,Value,F
1208,Mauritania,Political stability and absence of violence/terrorism (index),2000,index,0.34,Value,X
1209,Mauritania,Political stability and absence of violence/terrorism (index),2002,index,0.38,Value,X
1210,Mauritania,Political stability and absence of violence/terrorism (index),2003,index,0.06,Value,X
1211,Mauritania,Political stability and absence of violence/terrorism (index),2004,index,-0.17,Value,X
1212,Mauritania,Political stability and absence of violence/terrorism (index),2005,index,-0.23,Value,X
1213,Mauritania,Political stability and absence of violence/terrorism (index),2006,index,0.24,Value,X
1214,Mauritania,Political stability and absence of violence/terrorism (index),2007,index,-0.28,Value,X
1215,Mauritania,Political stability and absence of violence/terrorism (index),2008,index,-0.64,Value,X
1216,Mauritania,Political stability and absence of violence/terrorism (index),2009,index,-0.88,Value,X
1217,Mauritania,Political stability and absence of violence/terrorism (index),2010,index,-1.08,Value,X
1218,Mauritania,Political stability and absence of violence/terrorism (index),2011,index,-1.17,Value,X
1219,Mauritania,Political stability and absence of violence/terrorism (index),2012,index,-1.13,Value,X
1220,Mauritania,Political stability and absence of violence/terrorism (index),2013,index,-1.01,Value,X
1221,Mauritania,Political stability and absence of violence/terrorism (index),2014,index,-0.59,Value,X
1222,Mauritania,Political stability and absence of violence/terrorism (index),2015,index,-0.64,Value,X
1223,Mauritania,Political stability and absence of violence/terrorism (index),2016,index,-0.75,Value,X
1224,Mauritania,Political stability and absence of violence/terrorism (index),2017,index,-0.62,Value,X
1225,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2000,1000 I$,3,Value,F
1226,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2001,1000 I$,2.9,Value,F
1227,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2002,1000 I$,1.6,Value,F
